(?b <http://schema.org/containedInPlace> yago:_Q3564604) ^ (?c <http://schema.org/containsPlace> yago:Vsetín_District) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<4855.0__13697.0)_ef10_10/10>) | support: 58, headCoverage: 0.006056808688387635, confidence: 3.2222222222222223, lift: 31.485714285714288, headConfidence: 0.1023391812865497, headSize: 9576, bodySize: 18
(?d <http://schema.org/foundingDate> "1972-01-01") ^ (?d <http://schema.org/location> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2115.0__2491.5)_ef10_5/10>) | support: 73, headCoverage: 0.007623224728487886, confidence: 0.13984674329501914, lift: 1.4066937119675456, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 522
(?d <http://schema.org/deathPlace> yago:České_Budějovice) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 78, headCoverage: 0.008145363408521303, confidence: 0.13978494623655913, lift: 1.4060721062618595, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 558
(?d <http://schema.org/deathPlace> yago:Hradec_Králové) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<4.58__5.29)_ef10_3/10>) | support: 90, headCoverage: 0.009398496240601503, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 648
(?d <http://schema.org/memberOf> yago:_Q20901922) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 90, headCoverage: 0.009398496240601503, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 648
(?d <http://schema.org/deathPlace> yago:Hradec_Králové) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1783.0__2115.0)_ef10_4/10>) | support: 90, headCoverage: 0.009398496240601503, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 648
(?d <http://schema.org/givenName> yago:Vincenc_Q21069411) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<4.58__5.29)_ef10_3/10>) | support: 75, headCoverage: 0.007832080200501253, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 540
(?d <http://schema.org/givenName> yago:Georg_Q1985538) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.89__8.76)_ef10_8/10>) | support: 70, headCoverage: 0.007309941520467836, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 504
(?d <http://schema.org/memberOf> yago:Böhmischer_konservativer_Großgrundbesitz_Q21296289) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 70, headCoverage: 0.007309941520467836, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 504
(?d <http://schema.org/familyName> yago:Sedláček) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<6.67__7.29)_ef10_6/10>) | support: 70, headCoverage: 0.007309941520467836, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 504
(?d <http://schema.org/givenName> yago:Petr_Q15897830) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<6.67__7.29)_ef10_6/10>) | support: 60, headCoverage: 0.006265664160401002, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 432
(?d <http://schema.org/givenName> yago:Moritz_Q16422573) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.29__7.89)_ef10_7/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 396
(?d <http://schema.org/familyName> yago:Mareš) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 396
(?d <http://schema.org/hasOccupation> yago:civil_servant_Q212238) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<5.94__6.67)_ef10_5/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.1388888888888889, lift: 1.397058823529412, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 396
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Stanislav_(given_name)>) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 84, headCoverage: 0.008771929824561403, confidence: 0.13725490196078433, lift: 1.3908496732026145, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 612
(?d <http://schema.org/familyName> <http://yago-knowledge.org/resource/Marek_(surname)>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<5.29__5.94)_ef10_4/10>) | support: 67, headCoverage: 0.006996658312447786, confidence: 0.13786008230452676, lift: 1.3867102396514164, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 486
(?d <http://schema.org/hasOccupation> yago:paleontologist_Q1662561) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.13777777777777778, lift: 1.3858823529411766, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 450
(?d <http://schema.org/containedInPlace> yago:Zlín_Region) ^ (?c <http://schema.org/containsPlace> ?d) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.13768115942028986, lift: 1.384910485933504, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 414
(?d <http://schema.org/hasOccupation> yago:Pharmacist) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2115.0__2491.5)_ef10_5/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.13768115942028986, lift: 1.384910485933504, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 414
(?d <http://schema.org/award> yago:Artis_Bohemiae_Amicis_Medal_Q10858725) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2115.0__2491.5)_ef10_5/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.13768115942028986, lift: 1.384910485933504, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 414
(?d <http://schema.org/memberOf> yago:FC_Fastav_Zlín) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 84, headCoverage: 0.008771929824561403, confidence: 0.13725490196078433, lift: 1.3806228373702425, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 612
(?d <http://schema.org/givenName> yago:Čeněk_Q11171132) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<5.29__5.94)_ef10_4/10>) | support: 54, headCoverage: 0.005639097744360902, confidence: 0.13636363636363635, lift: 1.3716577540106951, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 396
(?d <http://schema.org/hasOccupation> yago:Politician) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<4.58__5.29)_ef10_3/10>) | support: 76, headCoverage: 0.007936507936507936, confidence: 0.13620071684587814, lift: 1.3700189753320684, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 558
(?d <http://schema.org/givenName> <http://yago-knowledge.org/resource/Leopold_(given_name)>) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.29__7.89)_ef10_7/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.13580246913580246, lift: 1.3660130718954249, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 486
(?d <http://schema.org/hasOccupation> yago:Anthropologist) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.13580246913580246, lift: 1.3660130718954249, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 486
(?d <http://schema.org/alumniOf> yago:Mendel_University) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<6.67__7.29)_ef10_6/10>) | support: 66, headCoverage: 0.006892230576441102, confidence: 0.13580246913580246, lift: 1.3660130718954249, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 486
(?d <http://schema.org/memberOf> yago:SK_Sigma_Olomouc) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 83, headCoverage: 0.00866750208855472, confidence: 0.13562091503267973, lift: 1.3641868512110726, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 612
(?d <http://schema.org/familyName> yago:Pospíšil) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.13555555555555557, lift: 1.363529411764706, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 450
(?d <http://schema.org/memberOf> <http://yago-knowledge.org/resource/1._FC_Slovácko>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.29__7.89)_ef10_7/10>) | support: 78, headCoverage: 0.008145363408521303, confidence: 0.13541666666666666, lift: 1.3621323529411764, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 576
(?d <http://schema.org/hasOccupation> yago:Inventor) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2115.0__2491.5)_ef10_5/10>) | support: 78, headCoverage: 0.008145363408521303, confidence: 0.13541666666666666, lift: 1.3621323529411764, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 576
(?d <http://schema.org/deathPlace> yago:České_Budějovice) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 75, headCoverage: 0.007832080200501253, confidence: 0.13440860215053763, lift: 1.3620071684587813, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 558
(?c <http://schema.org/foundingDate> "2000-11-12") ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<468.0__1136.5)_ef10_1/10>) | support: 134, headCoverage: 0.013993316624895571, confidence: 0.13535353535353536, lift: 1.3614973262032088, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 990
(?d <http://schema.org/hasOccupation> yago:Parson) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2115.0__2491.5)_ef10_5/10>) | support: 104, headCoverage: 0.01086048454469507, confidence: 0.1343669250645995, lift: 1.351573187414501, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 774
(?d <http://schema.org/givenName> yago:Petr_Q15897830) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.29__7.89)_ef10_7/10>) | support: 58, headCoverage: 0.006056808688387635, confidence: 0.13425925925925927, lift: 1.3504901960784317, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 432
(?d <http://schema.org/memberOf> yago:Sokol) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<6.67__7.29)_ef10_6/10>) | support: 70, headCoverage: 0.007309941520467836, confidence: 0.13409961685823754, lift: 1.3488843813387423, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 522
(?d <http://schema.org/hasOccupation> yago:Researcher) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 70, headCoverage: 0.007309941520467836, confidence: 0.13409961685823754, lift: 1.3488843813387423, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 522
(?d <http://schema.org/sameAs> "https://sk.wikipedia.org/wiki/Cesta_I._triedy_19_(%C4%8Cesko)") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 91, headCoverage: 0.009502923976608187, confidence: 0.13304093567251463, lift: 1.348148148148148, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 684
(?d <http://schema.org/hasOccupation> yago:musicologist_Q14915627) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 62, headCoverage: 0.006474519632414369, confidence: 0.13247863247863248, lift: 1.3424501424501425, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 468
(?d <http://schema.org/containedInPlace> yago:Vysočina_Region) ^ (?c <http://schema.org/containsPlace> ?d) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2491.5__2923.0)_ef10_6/10>) | support: 72, headCoverage: 0.007518796992481203, confidence: 0.13333333333333333, lift: 1.3411764705882354, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 540
(?d <http://schema.org/hasOccupation> yago:Regisseur) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 69, headCoverage: 0.0072055137844611525, confidence: 0.13218390804597702, lift: 1.3394636015325672, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 522
(?d <http://schema.org/sameAs> "https://cs.wikipedia.org/wiki/Silnice_I/38") ^ (?d <http://schema.org/containedInPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2115.0__2491.5)_ef10_5/10>) | support: 67, headCoverage: 0.006996658312447786, confidence: 0.13293650793650794, lift: 1.33718487394958, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 504
(?d <http://schema.org/memberOf> yago:Verfassungstreuer_Großgrundbesitz_Q2515598) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<7.29__7.89)_ef10_7/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.13285024154589373, lift: 1.3363171355498722, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 414
(?d <http://schema.org/hasOccupation> yago:cross-country_skier_Q13382608) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<5.94__6.67)_ef10_5/10>) | support: 55, headCoverage: 0.005743525480367585, confidence: 0.13285024154589373, lift: 1.3363171355498722, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 414
(?d <http://schema.org/deathPlace> yago:Plzeň) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 98, headCoverage: 0.01023391812865497, confidence: 0.13279132791327913, lift: 1.3357245337159254, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 738
(?d <http://schema.org/alumniOf> <http://yago-knowledge.org/resource/Academy_of_Arts,_Architecture_and_Design_in_Prague>) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 71, headCoverage: 0.007414369256474519, confidence: 0.13148148148148148, lift: 1.3323456790123456, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 540
(?d <http://schema.org/hasOccupation> yago:banker_Q806798) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<2115.0__2491.5)_ef10_5/10>) | support: 81, headCoverage: 0.008458646616541353, confidence: 0.1323529411764706, lift: 1.3313148788927336, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 612
(?d <http://schema.org/givenName> yago:Vojtěch) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1783.0__2115.0)_ef10_4/10>) | support: 69, headCoverage: 0.0072055137844611525, confidence: 0.13218390804597702, lift: 1.3296146044624748, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 522
(?d <http://schema.org/givenName> yago:František) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<4.58__5.29)_ef10_3/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.13194444444444445, lift: 1.3272058823529413, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 432
(?d <http://schema.org/givenName> yago:Martin_Q18002399) ^ (?d <http://schema.org/deathPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<6.67__7.29)_ef10_6/10>) | support: 57, headCoverage: 0.005952380952380952, confidence: 0.13194444444444445, lift: 1.3272058823529413, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 432
(?d <http://schema.org/givenName> yago:Jan_Q12173670) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<4.58__5.29)_ef10_3/10>) | support: 64, headCoverage: 0.006683375104427736, confidence: 0.13168724279835392, lift: 1.3246187363834425, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 486
(?d <http://schema.org/hasOccupation> yago:Anthropologist) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<6.67__7.29)_ef10_6/10>) | support: 64, headCoverage: 0.006683375104427736, confidence: 0.13168724279835392, lift: 1.3246187363834425, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 486
(?d <http://schema.org/givenName> yago:Vincenc_Q21069411) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<6.67__7.29)_ef10_6/10>) | support: 71, headCoverage: 0.007414369256474519, confidence: 0.13148148148148148, lift: 1.322549019607843, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 540
(?a czso:sex sdmx-code:sex-M) ^ (?c <http://schema.org/foundingDate> "2000-11-12") ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1136.5__1467.0)_ef10_2/10>) | support: 65, headCoverage: 0.006787802840434419, confidence: 0.13131313131313133, lift: 1.3208556149732622, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 495
(?a czso:sex sdmx-code:sex-F) ^ (?c <http://schema.org/foundingDate> "2000-11-12") ^ (?b <http://schema.org/containedInPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<4.58__5.29)_ef10_3/10>) | support: 65, headCoverage: 0.006787802840434419, confidence: 0.13131313131313133, lift: 1.3208556149732622, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 495
(?d <http://schema.org/hasOccupation> yago:motorcycle_racer_Q3014296) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:podilNezamestnanych <<3.55__4.58)_ef10_2/10>) | support: 61, headCoverage: 0.0063700918964076855, confidence: 0.13034188034188035, lift: 1.3207977207977208, headConfidence: 0.09868421052631579, headSize: 9576, bodySize: 468
(?d <http://schema.org/memberOf> yago:_Q20901922) ^ (?d <http://schema.org/birthPlace> ?c) ^ (?b <http://schema.org/containsPlace> ?c) ^ (?a czso:refArea ?b) ^ (?a qb:dataSet <jaur-districts-bysex>) -> (?a czso:dosazitelniNeumisteniUchazeciOZamestnani <<1467.0__1783.0)_ef10_3/10>) | support: 85, headCoverage: 0.008876357560568086, confidence: 0.13117283950617284, lift: 1.3194444444444444, headConfidence: 0.09941520467836257, headSize: 9576, bodySize: 648
